chain,project,symbol,tvlUsd,apyBase,apyReward,apy,apyPct7D,mu,sigma,count,predictedClass,predictedProbability,pool
Solana,orca,CHILLGUY-USDC,36809,1114.2164,,1114.2164,,7617.24798,14.94536,5,,,61ca4a13-7a48-4cec-bf68-8c559aa6d1ff
Solana,orca,LUCE-MOODENG,15608,1113.26026,,1113.26026,,2169.17466,2.71056,9,Down,99.0,c6273bb4-4cce-4c9b-9fd1-256818d55969
Ethereum,pancakeswap-amm-v3,INSP-USDT,126271,11.98821,1097.1138,1109.10201,566.16115,442.8818,2.96813,331,Down,96.0,2c03ba11-0f0d-42be-bbfc-8b54ec57f9f3
Sui,cetus-amm,NS-SUI,549783,317.37463,787.09813,1104.47277,-502.03007,1233.57554,1.87997,14,Down,99.0,d3dd6f37-1546-4220-82fc-d7460ee37b87
Neo,flamingo-finance,FWBTC-FUSD,41356,0.0,1101.14014,1101.14014,118.6531,89.52934,3.45144,509,Down,100.0,b4d2cf53-8daa-4ad7-99d2-09dc1951089c
Solana,orca,SOL-LUMIO,13039,1087.6882,,1087.6882,687.09178,841.18462,1.7787,7,Down,98.0,0c09dcc5-e451-41c0-80eb-66834564f1c0
Base,extra-finance,BAVA-AERO,545345,1085.42623,,1085.42623,551.33673,1222.075,3.05015,150,Down,98.0,e1ab0d6e-097b-45bb-bfeb-88b6278e7ceb
Solana,orca,SOL-RIF,83078119,1078.77746,,1078.77746,-40303.99015,1388.20771,14.89814,3,,,702aed36-f814-4dc3-bc7a-aee550d035df
Solana,orca,WYNN-MOAI,10008,1072.65491,,1072.65491,,143.31593,3.35512,202,Down,97.0,8f417f48-22c8-45d3-9400-5ebbeb6ef044
Solana,kamino-liquidity,SOL-FWOG,55501,1071.03291,0.0,1071.03291,-638.31439,1508.02513,5.17327,17,Down,99.0,b10ad489-df90-458b-a138-63f69e863b71
Solana,orca,FARTCOIN-GOAT,196598,1067.27476,,1067.27476,-1614.0353,1641.94416,1.54954,13,Down,98.0,6301d3a8-95b1-4774-95da-eb949b1ca9a6
Solana,orca,SOL-RXS,73376867,1066.51155,,1066.51155,,5171.01761,11.2862,2,,,f3bf8991-d11e-48c6-8691-8363db2b4fcb
Solana,orca,SOL-PEPU,76105353,1065.05587,,1065.05587,,920.65321,6.36407,11,Down,87.0,1ebdec1b-7b95-4627-8306-8b1412e4b370
Base,uniswap-v3,LORE-WETH,46136,1061.45802,,1061.45802,,472.55394,2.64001,6,,,2cbbd34b-1fcc-43fb-91ae-e79c47e34b1a
Base,uniswap-v3,CLANKER-WETH,4854852,1058.05972,,1058.05972,,1109.621,1.84274,6,,,41273999-c799-420e-ae8b-2d8c6c6ab0fa
Arbitrum,beefy,ARB-USDCE,192838,,,1050.83672,835.1538,154.8302,3.94063,148,Down,87.0,0a32cd2a-f4ca-4a32-8fec-74ef6b6f26c6
Ethereum,yearn-finance,OHMFRAXBP-F,561122,1040.02001,0.0,1040.02001,213.91296,54.19225,7.28852,652,Down,74.0,4f000353-5bb0-4e8c-ad03-194f0662680d
Solana,orca,SOL-FARTCOIN,2225053,1023.09534,,1023.09534,-1693.50434,2077.86832,3.97278,40,Down,99.0,a4b1ea6e-b28c-42c8-9f8a-edbe63eaa33a
Arbitrum,steer-protocol,ZRO-WETH,15390,1016.93,,1016.93,927.56,277.47004,3.74308,152,Down,97.0,288b7269-dcdd-4073-b2f3-8614bf23ffaf
Avalanche,beefy,ETH-WAVAX,206818,,,1007.91101,805.87357,171.14819,4.36289,63,Down,84.0,132f4250-d400-4750-8024-f19c94be1786
Solana,orca,AIXBT-ZEREBRO,54917,1003.53339,,1003.53339,,1003.53339,0.0,1,,,20220e5e-3f5c-4d06-a0e4-5ea3e509089b
Base,uniswap-v3,WETH-FRAME,82012,993.48732,,993.48732,,106.19031,4.8928,230,Down,100.0,4d8e34a0-241e-45b8-a38a-e5c02205e8c3
Solana,orca,SOL-ELIZA,15821,988.89431,,988.89431,-18541.86702,3744.859,7.50979,11,Down,100.0,2a7c010d-a66f-4297-b504-40f94015b543
Ethereum,uniswap-v2,WALLY-WETH,374512,981.31164,,981.31164,,1476.99095,2.69322,4,,,6221b1ef-aa0c-4727-ba9e-2bc3904da583
Base,uniswap-v3,MRSCD-WETH,10081,973.18012,,973.18012,,973.18012,0.0,1,,,f75a2bcb-efee-4adb-a385-bc12cf41a23a
Solana,orca,SOL-RXS,21770222,973.13701,,973.13701,,295.19051,7.42264,2,,,f4b548ac-8a11-4835-a55d-cb0f4eab7700
Base,uniswap-v3,WETH-LUNA,229767,971.35991,,971.35991,,751.10188,1.2186,6,,,7e812835-4a75-4834-8bbb-b5917d422942
Solana,orca,RAY-LUMIO,10359,968.79197,,968.79197,577.90458,779.6022,1.84086,7,Down,99.0,a9648a7c-cb95-4ab1-af17-dec7571d65ca
Solana,orca,SOL-WORM,14808,967.21609,,967.21609,-2774.51296,1944.23068,4.13768,12,Down,100.0,8bd5394f-fa6a-45b7-bff6-521f5b370a1a
Solana,orca,BONK-AI16Z,31147,964.16654,,964.16654,,475.63581,4.27849,8,Down,100.0,ea0067af-3df4-41a4-8570-50b723539ad2
Solana,orca,ZEREBRO-AI16Z,17457,962.61263,,962.61263,-4164.95394,1895.70621,4.15571,13,Down,100.0,c7cf464e-3b78-4f53-a242-75cdc1988424
Avalanche,joe-v2.1,WAVAX-USDC,4218152,959.21733,,959.21733,329.31043,189.1677,2.59673,530,Down,97.0,17b208af-88b5-4c30-b1d0-1970c867cd5b
Sui,turbos,SUI-USDC,10914,954.7031,0.0,954.7031,,954.7031,0.0,1,,,29b32e0e-a775-4086-a3b7-c2c797610922
Base,uniswap-v3,GLAMUR-WETH,10374,949.46307,,949.46307,,949.46307,0.0,1,,,203d0801-1cd2-4ebb-97ab-8dc7d47100f5
Solana,orca,COIN-USDC,19052,947.24447,,947.24447,945.88804,74.78921,2.07205,158,Down,98.0,74011f18-b591-44cd-ac6c-bcdacd883c49
BSC,thena-v1,HBR-WBNB,78737,,942.19377,942.19377,703.60205,187.43112,2.18257,295,Down,96.0,3f6829fb-50cb-4d99-a0a6-55a2ce235eae
Base,uniswap-v3,WIFE-WETH,44341,939.90407,,939.90407,,1455.64579,3.66064,3,,,1727b08d-c4fd-4ae8-b001-63b3ab8d0643
Solana,orca,FARTCOIN-USDC,41490,928.44484,,928.44484,-1320.2754,1244.79155,1.78351,26,Down,100.0,ab7e8378-5bef-454b-9d9b-625ed521f899
Solana,orca,SOL-FRED,161172,926.14503,,926.14503,-123.19916,2041.48376,4.11392,18,Down,98.0,9475cfb7-b0bc-43cb-be92-37bfae1327f3
Polygon,ensuro,USDC,132052,923.43159,,923.43159,923.43159,120.47301,7.04161,62,Down,88.0,d6cf9272-a990-46b5-b04a-40ca84075f4a
Base,uniswap-v3,QUOK-WETH,52535,921.41962,,921.41962,,649.65049,3.29443,3,,,58d23c16-c7c9-49ae-b676-90882df85624
Solana,orca,SOL-BOBAOPPA,268082,918.53023,,918.53023,-1825.45986,275.48044,5.16605,241,Down,100.0,e7f2d70a-27b4-4dfd-b875-6111b999b2bd
Base,beefy,WETH-DEGEN,48766,,,907.53439,91.85571,1286.93695,8.91196,32,Down,100.0,d18a3f4d-36e8-4d72-8abc-1c32cd6b8ded
Avalanche,joe-v2.1,BTC.B-WAVAX,2352496,907.41704,,907.41704,622.74284,118.41193,2.39388,530,Down,91.0,07c01400-9078-4ed6-94a2-723a39134169
Arbitrum,beefy,SILO,18117,,,901.82602,,928.10276,0.21842,4,,,3aa28416-b90e-4dff-b83f-76a449e2bf5c
Ethereum,sushiswap,WETH-SAK3,92699,0.0,896.99916,896.99916,-8.04914,60.93624,3.41052,1000,Down,100.0,786cf854-7b70-4168-83ec-543a150b0cd8
Arbitrum,jones-dao,ETH-ARB,11471,893.22448,0.0,893.22448,,182.1566,4.21263,15,Down,93.0,9ef4fc7e-cdff-4d13-950b-fd5eef098ea7
Cronos,vvs-standard,WCRO-BARA,717425,864.50915,1.52616,866.03532,,715.78657,1.12487,7,Down,96.0,8848e2e2-a94c-4db5-a951-8e02e3668166
Base,uniswap-v3,WETH-STIX,37606,865.20072,,865.20072,,865.20072,0.0,1,,,f53e9c0f-1d5f-45a1-9ea4-30acd5a07112
Solana,orca,FARTCOIN-MOODENG,11278,863.97527,,863.97527,-1787.40094,1655.98544,3.26517,10,Down,99.0,83acb30a-b37a-45fd-ad21-fa66cc08f98e
Arbitrum,uniswap-v3,EMP-WETH,15143,858.4817,,858.4817,430.45329,40.47047,2.16453,409,Down,96.0,b9adb830-dee9-4630-99e0-2c4ed703c425
Solana,orca,ZEREBRO-AI16Z,16223,848.96481,,848.96481,-3109.3862,1870.35586,2.80503,11,Down,100.0,0425e2bd-7bae-4640-beaa-d1cb447e71dc
Base,uniswap-v3,ANON-WETH,1613502,842.11258,,842.11258,,849.17891,1.61088,6,,,64cb9198-7a7e-4996-bd14-901f5e6bbadf
Ethereum,stakedao,WETH-CVG,16607,0.71,841.2388,841.9488,841.9188,123.50296,4.63191,128,Down,98.0,5db71057-c464-463f-8099-7f9e13bcfa13
Sui,turbos,BEEG-SUI,30719,838.29528,0.0,838.29528,,383.36991,5.38124,20,Down,100.0,61e5f0f7-4506-4f24-a37d-eebb0ab30ff0
Solana,orca,ORCA-LUMIO,10892,838.14515,,838.14515,491.45466,668.30397,1.9733,7,Down,99.0,971e3fd4-0fa9-4db0-afd6-c6a782122603
Solana,orca,SOL-AI16Z,10327,832.91676,,832.91676,,302.40577,5.76118,3,,,700f6029-c398-46e9-8ba0-d9520f89f252
Base,aerodrome-v1,WETH-AERO,26749,,830.56284,830.56284,32.29096,436.82617,3.01974,249,Down,100.0,3dd32347-2743-4165-86ca-a783b81fdad5
Base,uniswap-v3,ASIAN-WETH,37732,824.41908,,824.41908,,1969.72171,6.01605,2,,,80601ae7-fee1-4bf7-8468-d1156acae4d9
Solana,orca,SOL-HNT,138023,815.51725,,815.51725,,997.14235,6.73651,6,,,6f3c8302-7e28-4c40-92a8-ecae7c968e95
Solana,orca,SOL-LUCE,698163,813.59696,,813.59696,-1372.95096,2059.87482,4.62046,30,Down,99.0,b2c1a619-9600-4a7b-8aec-9c565a02cedb
Sui,cetus-amm,POPO-SUI,14933,810.29946,0.0,810.29946,,615.12279,1.79598,2,,,dbe21f86-0e66-46d7-bf81-2316890fbf1e
Ethereum,uniswap-v2,WETH-TRUMP,487932,807.9629,,807.9629,94.7994,272.33344,3.37703,77,Down,89.0,69508254-4567-4665-ba43-1519b048feed
Metis,hercules-v3,WMETIS-M.USDT,12201,801.37197,,801.37197,549.32561,80.05292,3.01647,134,Down,97.0,111bd292-a54b-4e6d-89d4-28e4b426ff72
Solana,orca,$MICHI-FWOG,38163,796.80171,,796.80171,-113.92015,862.01814,3.6554,10,Down,100.0,86babadb-32ac-46a8-9453-250b21ce0aae
Base,uniswap-v3,WETH-TRUMP,137285,792.93243,,792.93243,,2990.53009,4.71956,6,,,b94fa9d5-6b0d-4e72-a971-22ea6bebb310
Base,uniswap-v3,LENG-WETH,14490,791.44592,,791.44592,,791.44592,0.0,1,,,efb51113-392a-49a1-bbd8-912217793f32
Avalanche,beefy,WAVAX-USDC,15972,,,784.47643,616.86526,131.8632,3.57122,57,Down,94.0,273cb130-e34c-4711-a707-215672fc39d3
Solana,kamino-liquidity,SOL-LOCKIN,11067,783.95648,0.0,783.95648,,6156.89426,12.80331,5,,,5ca2ae5d-8d5e-4fea-ab91-190dc4a50de8
Base,uniswap-v3,GHFFB47YII2RTEEYY10OP-WETH,1010339,779.26967,,779.26967,,1371.57453,1.85927,5,,,0a775d91-2c17-438f-8881-aea27b446490
Ethereum,uniswap-v2,MEME-WETH,687053,776.81883,,776.81883,104.73623,584.20675,2.34639,42,Down,95.0,fb49de1d-aa98-44d1-b61f-b9356ab3887b
Arbitrum,jones-dao,SOL-USDC,31573,740.86583,13.93016,754.79599,-1477.27202,1440.07077,2.59808,9,Down,95.0,808d4270-7d7e-448c-aa06-4285a5c4b1b5
Base,uniswap-v3,LUM-WETH,2607329,749.70265,,749.70265,,625.6079,1.75412,6,,,9720c9d0-8efe-4308-b08e-f46a9b5bb506
Ethereum,uniswap-v3,MORPHO-WETH,2913946,747.41537,,747.41537,,196.89679,4.90458,6,,,72385d92-7363-4fae-bca2-87aaaf3b509d
Solana,orca,USDC-GRASS,738962,745.39435,,745.39435,438.04638,660.96646,3.76567,30,Down,100.0,4e006879-08a6-4522-81e5-c5c5c42f5a1b
Solana,orca,SOL-GDOG,19785,740.20626,,740.20626,311.35204,410.76295,2.4597,26,Down,99.0,34623ae9-17b6-4311-a3f0-63d8e617d979
Solana,orca,SOL-TWIN,104656333,737.54653,,737.54653,,259.6776,5.90971,3,,,ba60993e-eaf8-4998-a5c8-50ea2b1a991c
Base,uniswap-v3,WOMEN-WETH,10881,737.19557,,737.19557,,737.19557,0.0,1,,,0ef88d49-2116-4585-9a89-4672eb8e74d1
Solana,orca,PNUT-FRED,57618,735.6465,,735.6465,-231.1653,2184.15746,5.0765,15,Down,100.0,5df14c3d-362e-4b86-9471-9b27cf2712f7
Solana,orca,SOL-霞,53901,735.61152,,735.61152,-1222.717,1761.6644,5.26129,16,Down,100.0,1f0422a5-134f-4cc3-824a-1d37925d27b2
Base,uniswap-v3,WETH-ELLIOT,141839,731.76959,,731.76959,,322.42935,2.41273,6,,,e34f1458-79d0-470d-ab0f-330db08f969f
Solana,orca,SOL-FLOCK,94847080,730.31386,,730.31386,474.05094,131.21857,3.93086,8,Down,86.0,28f2b9a9-5aa0-4b2a-af45-be7e768989f3
Base,uniswap-v3,BLONDE-WETH,776948,714.7972,,714.7972,,1084.59954,2.78893,2,,,a5cbb06b-af26-48cd-b424-8f29dfbdfab7
Base,uniswap-v3,PARADOX-WETH,462908,700.82801,,700.82801,,540.95025,0.83634,6,,,4c075c9e-3e85-4384-a537-7f19d69fd7ba
Arbitrum,gamma,ARB-USDC,62974,699.18025,0.0,699.18025,424.76339,177.15506,2.66273,431,Down,86.0,43a5df7d-2a4e-444b-b061-99cfb8bdef31
Cardano,minswap,ADA-FRN,213817,11.73,686.17,697.9,-44.26,762.57115,3.4425,15,Down,99.0,0d5e012d-70b5-4e6b-a26c-68a55b60c7a2
Sui,cetus-amm,POPO-SUI,12252793,690.20248,0.0,690.20248,,779.99264,0.80143,2,,,e8968426-d558-4575-96c9-ccae9f728d70
Solana,orca,MEMESAI-USDC,14060,688.36172,,688.36172,,758.47713,0.72778,6,,,e0f4e71f-06d2-41a2-bb6b-1845abd994c7
Solana,orca,SOL-$MICHI,733772,682.73513,,682.73513,224.11274,677.07081,4.17541,233,Down,98.0,292c19c5-45a2-4ddc-b4e5-6bc768705836
Solana,orca,SOL-BILLY,165704,682.05494,,682.05494,355.35974,432.85164,3.39668,156,Down,99.0,bf11f1e1-2eeb-483b-af62-2d5569bfdfe0
Solana,orca,SOL-SCR,3217773,681.70741,,681.70741,,681.70741,0.0,1,,,33c134b3-3585-497c-9fbb-20c6cd9cf54f
Base,uniswap-v3,$33BITS-WETH,564807,679.25279,,679.25279,,526.68385,1.68976,6,,,4f194409-b101-444c-ad21-4a1185562e56
Arbitrum,steer-protocol,WETH-USD+,37430,676.57,,676.57,0.0,401.21025,1.46453,105,Down,92.0,62ea8ad8-cf03-4df3-891f-14c92b4dabb1
Solana,orca,SOL-GOAT,287271,675.21231,,675.21231,-559.32107,931.79188,2.13958,18,Down,99.0,07f58816-5f2f-42fa-9283-a1019661a933
Ethereum,uniswap-v3,VIRTUAL-WETH,621944,673.09799,,673.09799,194.6557,91.57612,3.43689,334,Down,99.0,39ef4b0f-5b62-4d5d-9f71-41776d0690fd
Polygon,gamma,WMATIC-USDT,169132,670.44012,0.0,670.44012,0.0,87.00175,1.91684,659,Down,95.0,4386e6f4-e402-44cd-ad81-528894bab7ef
Base,uniswap-v3,YAY-WETH,35064,666.50992,,666.50992,,757.42021,0.83456,2,,,7ee9e7c0-8c3f-4499-a59b-3d30e3f96b82
Solana,orca,SIGMA-GIGA,48973,665.40912,,665.40912,-608.18964,835.96139,2.62158,49,Down,98.0,58c529cb-94db-4a2c-a4ae-8fb4f889bc1d
Polygon,gamma,WMATIC-USDC,145037,664.50504,0.0,664.50504,0.0,93.65773,2.22837,324,Down,89.0,14391b5c-64e1-4c64-a40e-18275204cd16
Base,uniswap-v3,RUMOUR-WETH,78180,663.39353,,663.39353,,777.30797,1.03569,2,,,fdc67148-cf29-4464-9478-93b010dc796e
Base,uniswap-v3,BRUNETTE-WETH,218554,663.09184,,663.09184,,1262.17444,4.32015,2,,,708c5649-0a86-4c40-959f-ac2618df7aa3
Base,uniswap-v3,TT-WETH,41063,661.3573,,661.3573,,544.56331,1.23902,2,,,5b876bdc-0fb0-4e8c-93db-74bf32d65450
Solana,orca,SOL-$URO,15419,651.89269,,651.89269,-1621.76193,1398.62992,2.29812,9,Down,100.0,150d3593-a62d-4272-aecb-ccc98e9ae9cb
Neo,flamingo-finance,FLM-FBNB,14560,0.0,651.46012,651.46012,62.18613,39.24389,1.48852,562,Down,99.0,0f6b1373-eb74-4354-8618-683a78529767
Cardano,minswap,ADA-MAGA,45623,627.85,19.92,647.77,-386.43,793.91208,1.25214,16,Down,99.0,de4e2fff-3036-4d91-b146-c7c40c687a14
Avalanche,joe-v2.1,JUICY-WAVAX,10163,647.2019,,647.2019,,683.24234,0.35067,2,,,088cda12-f1ea-4dc8-b9d9-09e547d91411
Base,aerodrome-v1,USDC-AERO,104481,,646.34534,646.34534,21.37479,321.336,2.26781,274,Down,100.0,2173bae7-8d2e-49c6-819b-f8418b5d9cd8
Arbitrum,beefy,ZRO-WETH,58721,,,640.49259,549.04004,74.08925,2.30283,148,Down,93.0,282d0c4c-b03f-44de-8dae-1471a752be07
Cronos,vvs-standard,BEAT-WCRO,10081,626.8263,13.12349,639.94978,575.08036,64.16636,2.58133,231,Down,94.0,055397f8-c3be-4060-ae18-374e30c78819
Arbitrum,y2k-v1,WETH,19542,639.57993,,639.57993,0.0,790.1893,5.94893,487,Down,89.0,aceb3afd-bc4d-43f2-88f1-78deddd761da
Sui,cetus-amm,MEMEFI-SUI,1108691,633.74072,0.0,633.74072,,412.49575,3.99162,6,,,5203baf9-5b9d-48d3-aa44-1ea30e5bd3bf
Solana,orca,BILLY-USDC,148890,633.52859,,633.52859,427.52639,305.15674,4.56554,161,Down,96.0,d874dfb5-47c9-4070-bf9a-cd5bb1b8a01f
Polygon,gamma,WMATIC-USDC,396609,632.89451,0.0,632.89451,0.0,84.20338,1.7969,663,Down,97.0,acc93a8e-d74f-4d83-bd2f-184f95ea83fe
Polygon,steer-protocol,WMATIC-USDC,60786,631.56,,631.56,504.36,170.72559,1.90803,312,Down,88.0,2c7f861a-b0f3-4e4d-90e3-eb9561c48df9
Polygon,steer-protocol,USDC-WETH,67875,627.95,,627.95,358.55,249.66129,2.23438,305,Down,93.0,4113df03-108e-494e-897a-d574dfc56ce1
Ethereum,uniswap-v2,SPX-WETH,470477,627.41193,,627.41193,66.91906,595.5783,1.57979,19,Down,94.0,6f53d880-48f3-492f-a121-c962029a320f
Base,uniswap-v3,COPY-WETH,46720,624.037,,624.037,,411.67019,2.29967,5,,,65632d37-3e32-4665-804b-d4a3950ab590
Ethereum,pancakeswap-amm-v3,INSP-WETH,109968,27.98981,590.61365,618.60346,262.03219,364.6505,2.89693,319,Down,96.0,7b53394c-d4a4-4479-ad2b-98134c35dd79
Ethereum,uniswap-v3,00-WETH,712182,617.23171,,617.23171,598.85156,20.13889,1.55433,180,Down,98.0,7d6c5d41-fb7b-42b9-9413-21d775b129f9
Base,uniswap-v3,WETH-WELL,273472,614.22693,,614.22693,,134.02649,4.10575,10,Down,96.0,b39f60d7-2b5c-41c5-b50a-1b2e51be092b
Polygon,steer-protocol,WMATIC-USDC,143118,613.51,,613.51,403.19,139.48959,1.78405,269,Down,91.0,73c10847-46e8-4544-ace5-ede465efa764
Sui,cetus-amm,PEANUC-SUI,30805,612.81098,0.0,612.81098,,612.81098,0.0,1,,,df9ecdb6-f61d-4d1b-928b-1f19d389cf04
Ethereum,uniswap-v2,MOODENG-WETH,776094,607.3212,,607.3212,,756.56079,0.76203,5,,,9389ea15-9fe3-4da1-a5f8-72f138dbe93b
Polygon,steer-protocol,TBTC-WETH,11931,606.32,,606.32,-7.4,148.55085,5.0221,248,Down,93.0,7fe3d82f-9e72-4edb-bd81-85bf2873c06a
BSC,babydogeswap,WBNB-BABYDOGE,143783,0.0,604.54825,604.54825,14.05123,202.72236,3.30187,687,Down,100.0,80dec46c-5e50-49a6-8040-857583ed3d35
Sui,cetus-amm,CYNUT-SUI,27268,603.86034,0.0,603.86034,,603.86034,0.0,1,,,b923e786-0cf2-43f0-b433-8fc1d9cffccc
Solana,orca,SOL-MATICPO,34205,602.70941,,602.70941,-166.99845,94.71823,3.50878,103,Down,100.0,850d2ae5-4f11-40cd-bb7d-6d7b6b64a169
Solana,orca,SOL-E-ACC,10441,600.29476,,600.29476,-524.72822,1207.17153,2.08455,18,Down,99.0,1299e271-91ac-4f41-a808-5ad6e33807de
Base,uniswap-v3,IRMN-WETH,13781,593.26396,,593.26396,,593.26396,0.0,1,,,35857886-8a37-4202-af6e-b5eeda0b9fb3
Solana,orca,SOL-CENTS,96535,589.67907,,589.67907,-1118.2825,1484.36531,3.30576,16,Down,99.0,56195698-23a5-4ebc-a25a-376ffc9b9594
Polygon,beefy,WPOL-USDT,33918,,,583.52692,478.12112,125.40546,4.44555,129,Down,96.0,c45d08e2-2547-4025-85be-4ce4c8bf9109
Solana,orca,MOTHER-FWOG,37379,579.70979,,579.70979,,511.01969,3.32612,38,Down,97.0,d7adf677-a933-4d1e-93cd-303867edfa0b
Solana,orca,SOL-HUZZ,10416,578.65532,,578.65532,,1976.62654,9.42874,8,Down,99.0,3bfc80a4-79b6-4886-9f05-aa2fca107c22
Sui,cetus-amm,PEOPE-SUI,33460,575.75912,0.0,575.75912,,575.75912,0.0,1,,,b561d839-2c2b-4357-8e4a-6f1397435ba6
Solana,orca,LUCE-USDC,98967,573.06179,,573.06179,-566.53968,961.6301,2.49431,29,Down,100.0,9b6c11eb-84d2-49d4-917c-6d307283e9e8
Avalanche,joe-v2.1,AUSD-WAVAX,758070,569.80764,,569.80764,323.66186,266.49937,2.2735,85,Down,94.0,f6aaf846-9ce3-4241-be45-d96f77b94d19
Arbitrum,steer-protocol,ARB-USDC,114681,568.99,,568.99,228.2,287.31257,1.8055,204,Down,88.0,ac541281-e131-48c5-9eda-c4b6d1fe084c
Optimism,beefy,WSTETH-OP,36662,,,568.51925,441.43355,72.46525,1.65779,77,Down,94.0,d66b57a7-5b8f-48c1-8086-372ee2dc3e32
Base,uniswap-v3,WETH-VIDEO,395080,566.26543,,566.26543,,516.09647,0.6383,6,,,2b38278a-817a-4402-bffc-a5aaa3527b30
Polygon,gamma,WMATIC-USDC,10756,565.69941,0.0,565.69941,276.2713,123.88398,2.06322,185,Down,95.0,cc20cfec-7b65-402b-8bb2-2487c1294a20
Base,uniswap-v3,ANON-WETH,210387,564.64073,,564.64073,,572.91239,0.09204,2,,,b23b5417-41a9-4576-936b-1e85d96c863a
Arbitrum,beefy,ARB-USDC,86217,,,558.03944,434.54303,122.63177,3.79348,148,Down,85.0,fdff0f7e-420c-4a13-9ca6-de29fa9c8c27
Polygon,uniswap-v3,WMATIC-LDO,13066,553.62795,,553.62795,544.58216,56.29018,2.60781,30,Down,93.0,37d2849b-18d4-4df6-b712-d6dc545517e9
Solana,kamino-liquidity,SOL-PNUT,10712,551.63476,0.0,551.63476,,431.71674,3.66033,3,,,c6a995b2-130b-47d6-b3d6-738be0ec920d
Ethereum,uniswap-v3,BKN-USDT,260451,550.45392,,550.45392,,117.87122,3.08642,40,Down,97.0,945b0ce8-df62-4d91-8b33-3ffe5380056c
Base,uniswap-v3,LUX-WETH,97666,546.62377,,546.62377,,380.81378,1.59672,6,,,f364647b-9501-467d-b983-7c53756e8d78
Linea,lynex-fusion,VAMM-FLY-WETH,14657,542.88762,0.0,542.88762,44.37684,485.28197,1.86634,38,Down,100.0,231933de-c884-4f34-a9b9-463c832eb670
Solana,orca,SOL-TITS,21568,541.8086,,541.8086,5.37551,611.36007,0.82499,15,Down,89.0,1b9ec443-765b-4abd-b16e-d81f1e6ccfe0
Base,uniswap-v3,HMNY-WETH,282322,540.62392,,540.62392,,757.25211,3.90581,6,,,dac9bc1a-7219-4d3f-b4dc-ab1c358510d6
Solana,orca,SOL-AVA,114651,539.9727,,539.9727,-1912.68262,1789.95755,5.66992,12,Down,97.0,bd37e492-efb8-4da8-a5cf-60c80cfb6438
Base,uniswap-v3,$SPONT-WETH,54500,538.98597,,538.98597,,2198.26013,9.55692,2,,,2cdf6c23-f6c7-4979-8769-548068086252
Sui,cetus-amm,TYPUS-SUI,562985,112.41393,425.69204,538.10597,,537.294,0.65905,8,Down,71.0,9b952d98-22e9-493c-b37b-541dbb53b52d
Sui,cetus-amm,LABUBA-SUI,8752097,537.86276,0.0,537.86276,,1016.81186,4.17362,2,,,d1a86eef-c215-4141-aa61-69ae08a07285
Base,pancakeswap-amm-v3,USDC-AERO,20065,84.0239,453.48687,537.51078,210.66199,410.61632,1.04034,28,Down,92.0,9628ee2a-3cc0-4ae7-9eb8-f25b05759aa5
Polygon,uniswap-v3,USDC-NEX,10653,534.84891,,534.84891,,71.52294,2.30025,606,Down,92.0,a1776f15-5f69-42e9-a578-fa44361c8bd7
Ethereum,uniswap-v3,GPU-WETH,57102,531.21469,,531.21469,277.48624,212.65532,2.78394,199,Down,100.0,72af45a3-f9c6-40b3-8b7a-a9d8afa49726
Metis,hercules-v3,WMETIS-M.USDC,530060,530.53841,,530.53841,290.29147,160.85334,2.66682,213,Down,100.0,82b5d760-7a75-4f90-a248-fa96dae59446
Ethereum,uniswap-v3,NXRA-WETH,113245,527.65206,,527.65206,228.556,192.04214,2.77089,523,Down,98.0,4c350b61-6950-4486-9b79-ecb8a51a93de
Base,beefy,DOGINME-ETH,124414,,,525.55412,387.1793,343.45469,5.03081,238,Down,100.0,4ba26d26-a6cb-4c06-88c3-3bf935e3838d
Arbitrum,uniswap-v3,WBC-USDT,42894,523.4826,,523.4826,-302.15085,458.82066,3.07513,150,Down,92.0,061b53bd-25a0-4922-9537-6711409edaa0
Solana,orca,SOL-$RIF,131039,522.91919,,522.91919,-2034.72992,1746.7894,4.30392,12,Down,98.0,f8025467-3048-4927-ace4-bb9a3812d723
Arbitrum,gamma,ARB-USDC,140394,521.26988,0.0,521.26988,320.38934,101.39937,2.20704,473,Down,92.0,aa2c12f1-6c63-44bd-ac48-344a82cbadda
Base,uniswap-v3,WETH-IMF,10774,520.42031,,520.42031,,520.42031,0.0,1,,,7aea0c4f-1437-4aea-8573-f342c82d922f
Solana,orca,SOL-SIGMA,282955,510.4094,,510.4094,-182.51476,961.42148,3.36293,135,Down,99.0,fa7bd4b7-c512-4e6b-8a15-8184b2632e46
Solana,orca,SOL-PUPS,174834,509.48015,,509.48015,-475.09959,666.71753,2.10472,19,Down,99.0,26dfa0f0-0251-43b5-aebd-708b8ab97328
Solana,kamino-liquidity,SOL-SAMO,317848,507.60309,0.0,507.60309,-66.28601,257.25289,7.87043,358,Down,97.0,8b801df7-f49f-4635-af48-6181c146f5ee
Ethereum,uniswap-v2,TROG-WETH,491539,504.2123,,504.2123,,44.07082,3.07262,140,Down,97.0,0beeab24-577a-40e1-8e39-2adbe0c33fc9
Ethereum,uniswap-v2,BITCOIN-WETH,905613,503.80804,,503.80804,2.96329,652.60355,1.05965,13,Down,98.0,cd253e3e-9ba4-4da8-a326-cb1ac4d90759
